query	page	country	clicks	impressions	ctr	position	domain	simulated clicks	final clicks	date_range
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	IN	0.0	1.0	0.0	46.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	NO	0.0	1.0	0.0	29.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	PS	0.0	1.0	0.0	43.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	RU	0.0	4.0	0.0	42.5	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	SA	0.0	1.0	0.0	28.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	TR	0.0	2.0	0.0	43.5	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	TW	0.0	2.0	0.0	42.5	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	VN	0.0	1.0	0.0	44.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
+renewable +energy +recruitment +agencies	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	ZM	0.0	1.0	0.0	48.0	mangrumcareersolutions.com		0.0	2022-10-11:2022-09-13
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	15.0	46.0	0.32608695652173914	2.5	redfishtech.com		15.0	2023-03-01:2023-01-31
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	10.0	46.0	0.21739130434782608	6.608695652173913	redfishtech.com		10.0	2023-03-01:2023-01-31
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	8.0	1300.0	0.006153846153846154	9.173076923076923	redfishtech.com		8.0	2023-03-01:2023-01-31
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	7.0	36.0	0.19444444444444445	2.166666666666667	redfishtech.com		7.0	2023-03-01:2023-01-31
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	7.0	61.0	0.11475409836065574	13.524590163934427	redfishtech.com		7.0	2023-03-01:2023-01-31
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	6.0	58.0	0.10344827586206896	3.8448275862068964	redfishtech.com		6.0	2023-03-01:2023-01-31
devops recruitment	https://www.redfishtech.com/devops-recruiting/	US	5.0	38.0	0.13157894736842105	30.605263157894736	redfishtech.com		5.0	2023-03-01:2023-01-31
machine learning recruiters	https://www.redfishtech.com/machine-learning-recruiting/	US	5.0	17.0	0.29411764705882354	1.5294117647058822	redfishtech.com		5.0	2023-03-01:2023-01-31
big data recruiter	https://www.redfishtech.com/big-data-recruiting/	US	4.0	29.0	0.13793103448275862	1.4482758620689655	redfishtech.com		4.0	2023-03-01:2023-01-31
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	4.0	19.0	0.21052631578947367	3.210526315789474	redfishtech.com		4.0	2023-03-01:2023-01-31
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	4.0	32.0	0.125	3.0625	redfishtech.com		4.0	2023-03-01:2023-01-31
edtech recruiting firms	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	4.0	9.0	0.4444444444444444	1.2222222222222223	redfishtech.com		4.0	2023-03-01:2023-01-31
fintech recruiting	https://www.redfishtech.com/fintech-recruiting/	US	3.0	41.0	0.07317073170731707	7.902439024390244	redfishtech.com		3.0	2023-03-01:2023-01-31
fintech recruiting firms	https://www.redfishtech.com/fintech-recruiting/	US	3.0	65.0	0.046153846153846156	10.753846153846155	redfishtech.com		3.0	2023-03-01:2023-01-31
fintech recruitment	https://www.redfishtech.com/fintech-recruiting/	US	3.0	1374.0	0.002183406113537118	16.83406113537118	redfishtech.com		3.0	2023-03-01:2023-01-31
product management recruitment	https://www.redfishtech.com/product-management-recruiting/	US	3.0	25.0	0.12	17.96	redfishtech.com		3.0	2023-03-01:2023-01-31
devops recruiters	https://www.redfishtech.com/devops-recruiting/	CA	2.0	2.0	1.0	6.5	redfishtech.com		2.0	2023-03-01:2023-01-31
edtech recruitment agency	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2.0	4.0	0.5	3.25	redfishtech.com		2.0	2023-03-01:2023-01-31
edtech staffing	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2.0	8.0	0.25	4.875	redfishtech.com		2.0	2023-03-01:2023-01-31
education technology recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2.0	6.0	0.3333333333333333	3.0	redfishtech.com		2.0	2023-03-01:2023-01-31
product management recruiter	https://www.redfishtech.com/product-management-recruiting/	US	2.0	21.0	0.09523809523809523	12.238095238095237	redfishtech.com		2.0	2023-03-01:2023-01-31
product manager recruiting agency	https://www.redfishtech.com/product-management-recruiting/	US	2.0	9.0	0.2222222222222222	11.222222222222221	redfishtech.com		2.0	2023-03-01:2023-01-31
atlanta tech recruiters	https://www.redfishtech.com/locations/atlanta/	US	1.0	15.0	0.06666666666666667	10.8	redfishtech.com		1.0	2023-03-01:2023-01-31
best fintech recruiters	https://www.redfishtech.com/2023/01/26/the-top-fintech-recruiters-uncovering-the-best-talent-for-your-financial-technology-company/	US	1.0	6.0	0.16666666666666666	5.0	redfishtech.com		1.0	2023-03-01:2023-01-31
design recruiters	https://www.redfishtech.com/product-design-recruiting/	US	1.0	68.0	0.014705882352941176	19.235294117647058	redfishtech.com		1.0	2023-03-01:2023-01-31
devops recruiter	https://www.redfishtech.com/devops-recruiting/	CA	1.0	1.0	1.0	10.0	redfishtech.com		1.0	2023-03-01:2023-01-31
devops recruitment	https://www.redfishtech.com/devops-recruiting/	GB	1.0	8.0	0.125	53.25	redfishtech.com		1.0	2023-03-01:2023-01-31
ed tech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	16.0	0.0625	4.3125	redfishtech.com		1.0	2023-03-01:2023-01-31
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	6.0	0.16666666666666666	2.666666666666667	redfishtech.com		1.0	2023-03-01:2023-01-31
ed tech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	37.0	0.02702702702702703	4.054054054054054	redfishtech.com		1.0	2023-03-01:2023-01-31
ed tech recruitment	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	3.0	0.3333333333333333	7.0	redfishtech.com		1.0	2023-03-01:2023-01-31
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	BR	1.0	1.0	1.0	4.0	redfishtech.com		1.0	2023-03-01:2023-01-31
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	3.0	0.3333333333333333	3.3333333333333335	redfishtech.com		1.0	2023-03-01:2023-01-31
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	CL	1.0	1.0	1.0	5.0	redfishtech.com		1.0	2023-03-01:2023-01-31
edtech recruitment agency	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	AE	1.0	1.0	1.0	1.0	redfishtech.com		1.0	2023-03-01:2023-01-31
edtech recruitment agency	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	3.0	0.3333333333333333	5.333333333333333	redfishtech.com		1.0	2023-03-01:2023-01-31
education technology recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	CA	1.0	1.0	1.0	4.0	redfishtech.com		1.0	2023-03-01:2023-01-31
executive recruiters product management	https://www.redfishtech.com/product-management-recruiting/	US	1.0	9.0	0.1111111111111111	13.777777777777779	redfishtech.com		1.0	2023-03-01:2023-01-31
fintech recruiting firms	https://www.redfishtech.com/fintech-recruiting/	GB	1.0	2.0	0.5	4.0	redfishtech.com		1.0	2023-03-01:2023-01-31
fintech sales recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1.0	1.0	1.0	10.0	redfishtech.com		1.0	2023-03-01:2023-01-31
product design recruiters	https://www.redfishtech.com/product-design-recruiting/	GB	1.0	6.0	0.16666666666666666	10.0	redfishtech.com		1.0	2023-03-01:2023-01-31
product design recruiters	https://www.redfishtech.com/product-design-recruiting/	US	1.0	10.0	0.1	2.9	redfishtech.com		1.0	2023-03-01:2023-01-31
product manager recruiters nyc	https://www.redfishtech.com/product-management-recruiting/	US	1.0	1.0	1.0	13.0	redfishtech.com		1.0	2023-03-01:2023-01-31
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	13.0	64.0	0.203125	2.703125	redfishtech.com		13.0	2023-01-31:2023-01-03
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	9.0	33.0	0.2727272727272727	2.1515151515151514	redfishtech.com		9.0	2023-01-31:2023-01-03
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	8.0	82.0	0.0975609756097561	3.707317073170732	redfishtech.com		8.0	2023-01-31:2023-01-03
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	8.0	1259.0	0.006354249404289118	14.00635424940429	redfishtech.com		8.0	2023-01-31:2023-01-03
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	7.0	26.0	0.2692307692307692	7.730769230769231	redfishtech.com		7.0	2023-01-31:2023-01-03
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	6.0	36.0	0.16666666666666666	2.7777777777777777	redfishtech.com		6.0	2023-01-31:2023-01-03
education technology recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	5.0	24.0	0.20833333333333334	3.125	redfishtech.com		5.0	2023-01-31:2023-01-03
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	4.0	33.0	0.12121212121212122	15.878787878787879	redfishtech.com		4.0	2023-01-31:2023-01-03
ed tech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	3.0	48.0	0.0625	3.5625	redfishtech.com		3.0	2023-01-31:2023-01-03
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	3.0	39.0	0.07692307692307693	14.333333333333334	redfishtech.com		3.0	2023-01-31:2023-01-03
machine learning recruiters	https://www.redfishtech.com/machine-learning-recruiting/	US	3.0	21.0	0.14285714285714285	2.619047619047619	redfishtech.com		3.0	2023-01-31:2023-01-03
devops recruitment	https://www.redfishtech.com/devops-recruiting/	US	2.0	40.0	0.05	38.875	redfishtech.com		2.0	2023-01-31:2023-01-03
ed tech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2.0	12.0	0.16666666666666666	3.3333333333333335	redfishtech.com		2.0	2023-01-31:2023-01-03
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	2.0	10.0	0.2	2.0	redfishtech.com		2.0	2023-01-31:2023-01-03
product design recruiters	https://www.redfishtech.com/product-design-recruiting/	US	2.0	7.0	0.2857142857142857	4.428571428571429	redfishtech.com		2.0	2023-01-31:2023-01-03
atlanta tech recruiters	https://www.redfishtech.com/locations/atlanta/	US	1.0	13.0	0.07692307692307693	10.615384615384615	redfishtech.com		1.0	2023-01-31:2023-01-03
big data recruiter	https://www.redfishtech.com/big-data-recruiting/	US	1.0	26.0	0.038461538461538464	11.115384615384615	redfishtech.com		1.0	2023-01-31:2023-01-03
big data recruiters	https://www.redfishtech.com/big-data-recruiting/	US	1.0	19.0	0.05263157894736842	13.631578947368421	redfishtech.com		1.0	2023-01-31:2023-01-03
devops recruiting	https://www.redfishtech.com/devops-recruiting/	US	1.0	6.0	0.16666666666666666	7.5	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	CA	1.0	1.0	1.0	2.0	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	CA	1.0	1.0	1.0	2.0	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	7.0	0.14285714285714285	2.142857142857143	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiters uk	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	PT	1.0	2.0	0.5	14.0	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	NL	1.0	1.0	1.0	3.0	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruiting firms	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	6.0	0.16666666666666666	1.0	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruitment agency	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	5.0	0.2	8.6	redfishtech.com		1.0	2023-01-31:2023-01-03
edtech recruitment agency	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	7.0	0.14285714285714285	3.0	redfishtech.com		1.0	2023-01-31:2023-01-03
education recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	16.0	0.0625	35.75	redfishtech.com		1.0	2023-01-31:2023-01-03
machine learning recruiting	https://www.redfishtech.com/machine-learning-recruiting/	US	1.0	15.0	0.06666666666666667	7.533333333333333	redfishtech.com		1.0	2023-01-31:2023-01-03
product manager recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1.0	32.0	0.03125	18.25	redfishtech.com		1.0	2023-01-31:2023-01-03
product manager recruiting agency	https://www.redfishtech.com/product-management-recruiting/	US	1.0	11.0	0.09090909090909091	13.636363636363637	redfishtech.com		1.0	2023-01-31:2023-01-03
product manager recruitment agency	https://www.redfishtech.com/product-management-recruiting/	US	1.0	1.0	1.0	13.0	redfishtech.com		1.0	2023-01-31:2023-01-03
ad tech recruiters	https://www.redfishtech.com/it-marketing-recruiting/	AR	0.0	1.0	0.0	36.0	redfishtech.com		0.0	2023-01-31:2023-01-03
ad tech recruiters	https://www.redfishtech.com/it-marketing-recruiting/	BO	0.0	1.0	0.0	37.0	redfishtech.com		0.0	2023-01-31:2023-01-03
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	13.0	27.0	0.48148148148148145	1.8148148148148149	redfishtech.com		13.0	2023-01-03:2022-12-06
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	9.0	44.0	0.20454545454545456	17.65909090909091	redfishtech.com		9.0	2023-01-03:2022-12-06
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	8.0	21.0	0.38095238095238093	12.714285714285714	redfishtech.com		8.0	2023-01-03:2022-12-06
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	7.0	1238.0	0.005654281098546042	19.109854604200322	redfishtech.com		7.0	2023-01-03:2022-12-06
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	5.0	29.0	0.1724137931034483	2.896551724137931	redfishtech.com		5.0	2023-01-03:2022-12-06
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	5.0	41.0	0.12195121951219512	2.6585365853658534	redfishtech.com		5.0	2023-01-03:2022-12-06
big data recruiters	https://www.redfishtech.com/big-data-recruiting/	US	4.0	25.0	0.16	15.6	redfishtech.com		4.0	2023-01-03:2022-12-06
edtech recruiting firms	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	4.0	10.0	0.4	1.0	redfishtech.com		4.0	2023-01-03:2022-12-06
machine learning recruiters	https://www.redfishtech.com/machine-learning-recruiting/	US	4.0	13.0	0.3076923076923077	13.0	redfishtech.com		4.0	2023-01-03:2022-12-06
edtech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	3.0	28.0	0.10714285714285714	2.107142857142857	redfishtech.com		3.0	2023-01-03:2022-12-06
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	3.0	22.0	0.13636363636363635	27.954545454545453	redfishtech.com		3.0	2023-01-03:2022-12-06
ed tech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2.0	13.0	0.15384615384615385	2.769230769230769	redfishtech.com		2.0	2023-01-03:2022-12-06
big data recruiter	https://www.redfishtech.com/big-data-recruiting/	US	1.0	10.0	0.1	15.1	redfishtech.com		1.0	2023-01-03:2022-12-06
devops recruiter	https://www.redfishtech.com/devops-recruiting/	US	1.0	17.0	0.058823529411764705	18.764705882352942	redfishtech.com		1.0	2023-01-03:2022-12-06
devops recruitment	https://www.redfishtech.com/devops-recruiting/	US	1.0	2.0	0.5	40.5	redfishtech.com		1.0	2023-01-03:2022-12-06
ed tech recruiter	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1.0	8.0	0.125	3.75	redfishtech.com		1.0	2023-01-03:2022-12-06
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	DE	1.0	1.0	1.0	2.0	redfishtech.com		1.0	2023-01-03:2022-12-06
ed tech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	GB	1.0	1.0	1.0	1.0	redfishtech.com		1.0	2023-01-03:2022-12-06
edtech recruiter	https://www.redfishtech.com/edtech-recruiting/	US	1.0	1.0	1.0	30.0	redfishtech.com		1.0	2023-01-03:2022-12-06
edtech recruiting	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	CA	1.0	1.0	1.0	2.0	redfishtech.com		1.0	2023-01-03:2022-12-06
